objectid,title,date,object_location,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,object_location,image_small,image_thumb
coll055,"Great Lake -Bird Nest Colonies Birds, Mrs. Bayard Wootten the Photographer May 1911",1911-05,https://digital.ncdcr.gov/Documents/Detail/great-lake/199999?item=200180,,"Brimley, H. H. (Herbert Hutchinson), 1861-1946.",,"Photographer Bayard Wootten is seen here knee deep in Great Lake located within Croatan National Forest. Wootten was a pioneer in photography and an outspoken suffragette. She was one of the first female aerial photographers when, in 1914, she took photographs from a Wright Brothers Model B airplane. Wootten was adventurous and unflinching in all aspects of her life, especially business. She owned several photography studios and was known to set out on solo trips across the state in her 1920s Ford to photograph North Carolina's people and landscapes. She continued to photograph well into her 70s and operated her photo studio in Chapel Hill until 1954. This photo is part of a collection taken and overseen by Herbert Hutchinson Brimley (1861-1946) for the Department of Agriculture, the North Carolina Geological Survey and the State Museum.",,"North Carolina State Museum of Natural History; Photographers--North Carolina; Wildlife photography; Wootten, Bayard Morgan, 1875-1959; Women photographers",Great Lake; Craven County; North Carolina,,,,,Herbert Hutchinson Brimley Photograph Collection. Audio Visual Materials. State Archives of North Carolina,https://axaem.archives.ncdcr.gov/findingaids/PHC_42_Herbert_Hutchinson_Briml_.html,PhC42_Bx16_Great_Lake_F1_2,PhC.42.Bx16.GreatLake.F1-2,This item is provided courtesy of the State Archives of North Carolina.,Prior permission from the State Archives of NC is required for any commercial use. See: https://archives.ncdcr.gov/researchers/services/permissions-and-citations,Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/great-lake/199999?item=200180,/objects/small/55greatlake_sm.jpg,/objects/small/55greatlake_sm.jpg
coll056,Girl at information booth at Cherokee information center,1947-06,https://digital.ncdcr.gov/Documents/Detail/girl-at-information-booth-at-cherokee-information-center./345581,,,,"Girl at Information Booth, Cherokee Information Center, Cherokee Reservation, Swain Co., June 1947. This photo is part of a collection of photos promoting traveling and tourism in North Carolina, taken by photographers who worked for the Department of Conservation and Development, Division of Travel Information.",,Cherokee Indians; Native Americans (Indians of North America); North Carolina; Women,Swain County; North Carolina,,,,,Travel Information Division. Conservation and Development Records. State Archives of North Carolina,https://axaem.archives.ncdcr.gov/findingaids/44_47_Dept__of_Conservation_and_.html,ConDev6264C,ConDev6264C,Copyright is retained by the materials' authors or their descendants as stipulated by US copyright law (Title 17 US Code).,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/girl-at-information-booth-at-cherokee-information-center./345581,/objects/small/56atdesk_sm.jpg,/objects/small/56atdesk_sm.jpg
coll057,Woman making pottery,1947-09,https://digital.ncdcr.gov/Documents/Detail/woman-making-pottery./345280,,"Hemmer, John H., 1892-1981.; North Carolina Department of Conservation and Development.",,"Cherokee Indian Craft, Cherokee Reservation, Sept 1947. Taken by Hemmer. This photo is part of a collection of photos promoting traveling and tourism in North Carolina, taken by photographers who worked for the Department of Conservation and Development, Division of Travel Information.",,Cherokee Indians; Handicraft; Native Americans (Indians of North America); North Carolina; Pottery; Women    Women artists,Swain County; North Carolina,,,,,Travel Information Division. Conservation and Development Records. State Archives of North Carolina,https://axaem.archives.ncdcr.gov/findingaids/44_47_Dept__of_Conservation_and_.html,ConDev6579D,ConDev6579D,Copyright is retained by the materials' authors or their descendants as stipulated by US copyright law (Title 17 US Code).,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/woman-making-pottery./345280,/objects/small/57makingpottery_sm.jpg,/objects/small/57makingpottery_sm.jpg
coll058,Five Palmer Institute Teachers,1905,https://digital.ncdcr.gov/Documents/Detail/five-palmer-institute-teachers/758122,,,,"This photograph depicts five Palmer Memorial Institute (PMI) teachers. PMI was established in 1902 by Dr. Charlotte Hawkins Brown at Sedalia, North Carolina near Greensboro. The African American school evolved from an agricultural and manual training facility to a fully accredited, nationally recognized preparatory school. More than 1,000 students graduated during Brown&#39;s 50-year presidency. The school closed its doors in the 1970s, but the campus reopened in 1987 as North Carolina&#39;s first African American state historic site and a memorial to Dr. Brown.",,"African Americans--North Carolina--History; African Americans--Southern States--History; Brown, Charlotte Hawkins, 1883-1961; Palmer Memorial Institute (Sedalia, N.C.)--History; Teachers",Sedalia; Guilford County; North Carolina,,,,,Charlotte Hawkins Brown Museum. North Carolina Historic Sites,,,chb_photos_teacherportrait,"This item is presented courtesy of the Charlotte Hawkins Brown Museum, a Historic Site within the North Carolina Department of Cultural Resources, for research and educational purposes. Prior permission from the Charlotte Hawkins Brown Museum is required for any commercial use.",Prior permission from the Charlotte Hawkins Brown Museum is required for any commercial use.,Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/five-palmer-institute-teachers/758122,/objects/small/58fiveteachers_sm.jpg,/objects/small/58fiveteachers_sm.jpg
coll059,"Dr. Brown with Maria, Nat King, and Cookie Cole",1948-03,https://digital.ncdcr.gov/Documents/Detail/dr.-brown-with-maria-nat-king-and-cookie-cole/758067,,,,"Dr. Charlotte Hawkins Brown with Nat King, Maria, and Cookie Cole celebrating a birthday. Maria Cole was the niece of Dr. Brown.",,"African Americans; Brown, Charlotte Hawkins, 1883-1961; Cole, Maria, 1922-2012; Cole, Nat King, 1919-1965; Palmer Memorial Institute (Sedalia, N.C.)--History; Portraits, Group",Sedalia; Guilford County; North Carolina,,,,,Charlotte Hawkins Brown Museum. North Carolina Historic Sites,,,chb_photos_drbrownandcoles,"This item is presented courtesy of the Charlotte Hawkins Brown Museum, a Historic Site within the North Carolina Department of Cultural Resources, for research and educational purposes. Prior permission from the Charlotte Hawkins Brown Museum is required for any commercial use.",Prior permission from the Charlotte Hawkins Brown Museum is required for any commercial use.,Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/dr.-brown-with-maria-nat-king-and-cookie-cole/758067,/objects/small/59drbrownandcoles_sm.jpg,/objects/small/59drbrownandcoles_sm.jpg
coll060,Commission Report. Printed copies (2),1964,https://digital.ncdcr.gov/Documents/Detail/commission-report.-printed-copies-2./503558,,North Carolina. Governor's Commission on the Status of Women.,,"The printed Governor's Commission on the Status of Women report titled as ""The Many Lives of North Carolina Women.""",,"African American women; American Indians; Civic improvement; Civic participation: working for civil rights; Civil rights; Civil rights movements--United States--History--20th century; Communities; Discrimination; Education & culture; Employment & social affairs; Equality--United States; Families--United States--Statistics; Income distribution; Labor laws and legislation; North Carolina Council for Women; North Carolina Council on the Status of Women; North Carolina--History; North Carolina. Governor's Commission on the Status of Women; Political activists--United States; Sanford, Terry, 1917-1998; Volunteer jobs; Volunteers; Voting;  Women political activists; Women's rights",Raleigh; Wake County; North Carolina,,,,,Governor's Commission on the Status of Women. Terry Sanford Governor's Papers. State Archives of North Carolina,,528.6,SR_Commission_Status_Women_Box6_Folder4,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/commission-report.-printed-copies-2./503558,/objects/small/60commissionstatuswomenreport_sm.jpg,/objects/small/60commissionstatuswomenreport_sm.jpg
coll061,"Commission. Publicity. Photograph of assembled Commission, October 31, 1964",1964-10-31,https://digital.ncdcr.gov/Documents/Detail/commission.-publicity.-photograph-of-assembled-commission-october-31-1964./516103,,North Carolina. Governor's Commission on the Status of Women.,,"Photograph of the Commission on the Status of Women assembled for a meeting and an enclosed caption noting the members.; Caption: ""Attending the 31st October meeting of the Governor's Commission on the Status of Women were left to right: Mrs. William T. Crisp, Mrs. Gladys A. Tillett, Dr. Ellen Winston, Mrs. Sarah Herbin, Dr. Rachel Davis, Mr. James E. Lambeth, Dr. Anne F. Scott (CHAIRMAN), Dr. William H. Cartwright, Mrs. C. Odell Matthews, Dr. Guion Johnson, Mrs. Ruth Easterling, Mrs. Anne Kennedy. Members of the Commission not present were: Mrs. C.W. Beasley, Miss Bonnie E. Cone, E. McArthur Currie, Oscar R. Ewing, Dr. Juanita Kreps, Dr. Arthur Larson.""",,"African American women; Employment & social affairs; Equality--United States; North Carolina Council for Women; North Carolina Council on the Status of Women; North Carolina--History; North Carolina. Governor's Commission on the Status of Women; Sanford, Terry, 1917-1998; Women's rights",Raleigh; Wake County; North Carolina,,,,,Governor's Commission on the Status of Women. Terry Sanford Governor's Papers. State Archives of North Carolina,,528.1,SR_Commission_Status_Women_Box1_Folder10,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image; Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/commission.-publicity.-photograph-of-assembled-commission-october-31-1964./516103,/objects/small/61commissionstatuswomenphoto_sm.jpg,/objects/small/61commissionstatuswomenphoto_sm.jpg
coll062,African American women picketers holding signs calling for justice,1960,https://digital.ncdcr.gov/Documents/Detail/african-american-women-picketers-holding-signs-calling-for-justice./271323,,"News and observer (Raleigh, N.C.)",,African American women picketers holding signs calling for justice.,,African Americans--Civil rights; Civil rights demonstrations--North Carolina; Civil rights movements--North Carolina--History--20th century; North Carolina--Race relations--History--20th century; North Carolina--Social conditions--20th century,North Carolina,,,,,News and Observer Photograph Collection. Audio Visual Materials. State Archives of North Carolina,,,NO_2_10_1960_Sit_DownStrikeWoolworths_Fr21,Image copyright is owned by the News &amp Observer newspaper. Please do not use or publish without permission from the N&amp;O.,Permission from the News & Observer is required for use.,Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/african-american-women-picketers-holding-signs-calling-for-justice./271323,/objects/small/62africanamericanpicketers_sm.jpg,/objects/small/62africanamericanpicketers_sm.jpg
coll063,"Mary Speed Jones Mercer, Songs - United: A National Hymn",1909,https://digital.ncdcr.gov/Documents/Detail/mary-speed-jones-mercer-songs-united-a-national-hymn/595234,,"Mercer, Mary Speed Jones.; Sousa, John Philip, 1854-1932.",,"United: A National Hymn is a song copyrighted by Mary Speed Jones Mercer in 1909. She wrote the words and melody, although the orchestration was written by John Philip Sousa. The orchestration includes violins, viola, trombone, clarinet, flute, drums, and bass. She hoped the song would be adopted as the national anthem, but The Star-Spangled Banner was adopted instead in 1931.",,"American fiction--Women authors; Lee, Annie Carter, 1839--1862; Lee, Robert E. (Robert Edward), 1807--1870; Music by women composers; North Carolina--History--Civil War, 1861-1865; Sepulchral monuments; Warren County (N.C.); Women poets",Warrenton; Warren County; North Carolina,,,,,Mary Speed Jones Mercer Papers. Private Collections. State Archives of North Carolina,https://axaem.archives.ncdcr.gov/findingaids/PC_1948_Mary_Speed__Jones__Merc_.html,PC.1948,PC_1948_Mary_Speed_Mercer_Papers_United_Hymn,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/mary-speed-jones-mercer-songs-united-a-national-hymn/595234,/objects/small/63unitedhymn_sm.jpg,/objects/small/63unitedhymn_sm.jpg
coll064,"Margaret I. Saunders Correspondence, March 1945",1945-03,https://digital.ncdcr.gov/Documents/Detail/margaret-i.-saunders-correspondence-march-1945/456510,,"Saunders, Margaret I. (Margaret Isabelle Henderson), 1914-1999.",,"V-Mail correspondence by Margaret I. Saunders to her husband Lee Saunders, March, 1945. V-Mail for March 13, 1945, does not have Part 8. Lee Saunders served in the U.S. Army Corps of Engineers in the segregated, all African-American unit of Company C, 1332nd Engineer General Service Regiment. He would serve in the Pacific Theater of World War II in New Guinea, the East Indies, and Papua New Guinea. Margaret Saunders describes her and her family's experiences at home near the end of WWII.",,"Bennett College (Greensboro, N.C.); Roosevelt, Eleanor, 1884-1962; World War, 1939-1945; World War, 1939-1945--African Americans",Greensboro; Guilford County; North Carolina,,,,,Margaret I. Saunders Papers. WWII Papers. Military Collection. State Archives of North Carolina,,WWII 16,MilColl_WWII_16_Saunders_Margaret_I_Papers_194503,May be protected by copyright law (Title 17 US Code). Obtain proper release forms prior to reproducing this material.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/margaret-i.-saunders-correspondence-march-1945/456510,/objects/small/64margaretsaunders_sm.jpg,/objects/small/64margaretsaunders_sm.jpg
coll065,"State Supervisor of Elementary Education; National Association of Jeanes Supervisors, Miscellaneous, 1953-1958",1951-1959,https://digital.ncdcr.gov/Documents/Detail/state-supervisor-of-elementary-education-national-association-of-jeanes-supervisors-miscellaneous-1953-1958/1118432,,North Carolina. Department of Public Instruction. Division of Negro Education.; National Association of Jeanes Supervisors.,,"These materials were created by the Division of Negro Education within the NC Department of Public Instruction. These papers include correspondence, minutes, newsletters, programs, and rosters related to the Jeanes Foundation. The Negro Rural School Fund of the Anna T. Jeanes Foundation was an endowment created by Anna T. Jeanes, a Quaker from Philadelphia in 1907. The Jeanes Fund was responsible for training African American teachers, who provided an education for African American children in the rural South. African American women, who were often deeply entwined within their local communities, taught industrial, academic, and domestic skills to their students. The education of these skills imparted the knowledge needed to help improve the lives of African Americans as a whole during legal segregation. Subjects include conference attendance, conference scheduling, regional supervisors meetings, and Jeanes membership. Some of the conference themes included “Education Makes the Way for Tomorrow’s Citizens,” “Fifty Years of Jeanes Service,” and “Providing for Effective Learning.” The State Supervisor of Elementary Education in the Division of Negro Education travelled the state monitoring the quality of African American elementary schools, conducting meetings with school staff, organizing funding, and teaching demonstration classes.",,African Americans--Education; African Americans--Education (Higher); African Americans--Education--History; Education--North Carolina; Teachers,Fayetteville; Cumberland County; Winston-Salem; Forsyth County; Raleigh; Wake County; North Carolina; Atlanta; Fulton County; Tuskegee; Macon County; Georgia; Darlington; Darlington County; Orangeburg; Orangeburg County; South Carolina; Richmond; Richmond (city); Virginia; Caruthersville; Pemiscot County; Missouri,,,,,Division of Negro Education: Files of the State Supervisor of Elementary Education. Public Instruction Records. State Archives of North Carolina,,104.343,SR_DPI_DNE_ElemEd_Box5_Folder10,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/state-supervisor-of-elementary-education-national-association-of-jeanes-supervisors-miscellaneous-1953-1958/1118432,/objects/small/65jeanssupervisors_sm.jpg,/objects/small/65jeanssupervisors_sm.jpg
coll066,"Black Mountain College Bulletin, No. 5",1938-11,We can reach out to Olivia in Archives about this one. Also can't locate.--vh,,"Albers, Anni.",,"This bulletin includes an essay by Anni Albers that discusses the role of crafts and art in modern society and, in particular, the value of working directly with materials.",,College publications--North Carolina; Weaving--North Carolina--Black Mountain; Arts--Study and teaching; Handicraft;,Black Mountain; Buncombe County; North Carolina,,,,,Black Mountain College Research Project. North Carolina Museum of Art. Western Regional Archives,https://axaem.archives.ncdcr.gov/findingaids/PC_1517_Horace_McGuire_Wood_Pap_.html,Box P.C. 1517.2,"BMC Research Project, Series VI, Box 75, Folder 4.",Courtesy of Western Regional Archives. Prior permission from the State Archives of NC is required for any commercial use.,Prior permission from the State Archives of NC is required for any commercial use. See: https://archives.ncdcr.gov/researchers/services/permissions-and-citations,Image; Text,application/pdf,English,,,,,
coll067,"Mary Parks (Mrs. Washington), Black Mountain College Summer Art Institute, 1946",1946,https://digital.ncdcr.gov/Documents/Detail/mary-parks-mrs.-washington-black-mountain-college-summer-art-institute-1946/281891,,"Newhall, Nancy Wynne;  Black Mountain College (Black Mountain, N.C.)",,"Mary Parks (Mrs. Washington), Black Mountain College Summer Art Institute, 1946. Photographer: Nancy Newhall.",,"African American college students; African Americans--Education (Higher)--North Carolina; Arts--Study and teaching; Black Mountain College (Black Mountain, N.C.); College students; Universities and colleges   Washington, Mary Parks; ",Black Mountain; Buncombe County; North Carolina,,,,,Black Mountain College Research Project. North Carolina Museum of Art. Western Regional Archives,https://axaem.archives.ncdcr.gov/findingaids/61_12_8_North_Carolina_Museum_o_.html,BMC Research Project. Series VII (Visual Materials). Box 91. Folder: North Carolina Division of Archives and History - Portraits - General,BMCRP_NCDAH_parksMary,Courtesy of Western Regional Archives. Prior permission from the State Archives of NC is required for any commercial use.,Prior permission from the State Archives of NC is required for any commercial use. See: https://archives.ncdcr.gov/researchers/services/permissions-and-citations,Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/mary-parks-mrs.-washington-black-mountain-college-summer-art-institute-1946/281891,/objects/small/67maryparks_sm.jpg,/objects/small/67maryparks_sm.jpg
coll068,African American women protesters crowded into a jail cell,1963,https://digital.ncdcr.gov/Documents/Detail/african-american-women-protesters-crowded-into-a-jail-cell/271353,,"News and observer (Raleigh, N.C.)",,African American women protesters crowded into a jail cell.,,African Americans--Civil rights; Civil rights demonstrations--North Carolina; Civil rights movements--North Carolina--History--20th century; Jails; North Carolina--Race relations--History--20th century; North Carolina--Social conditions--20th century,North Carolina,,,,,News and Observer Photograph Collection. Audio Visual Materials. State Archives of North Carolina,,,NO_5_11_1963_F16_Protesters_arrested,Image copyright is owned by the News &amp Observer newspaper. Please do not use or publish without permission from the N&amp;O.,Permission from the News & Observer is required for use.,Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/african-american-women-protesters-crowded-into-a-jail-cell/271353,/objects/small/68jailedprotestors_sm.jpg,/objects/small/68jailedprotestors_sm.jpg
coll069,"Letter: Martha Hendley Poteet to Francis Marion Poteet, June 16, 1864",1864-06-16,https://digital.ncdcr.gov/Documents/Detail/letter-martha-hendley-poteet-to-francis-marion-poteet-june-16-1864/605363,,"Poteet, Martha Hendley",,"Martha writes to her husband Francis who is away at war, giving us a glimpse into her life while he is gone. She tells him that some of the children are sick. The corn, sweet potato, and Irish potato crops look good and Thomas is helping her plow. She wishes Francis was home so that they would have more to eat and she wouldn&#39;t have to work when she was unable to do so. Their new daughter is four weeks old and still needs a name; she includes cutout of the baby girl&#39;s hand on a separate piece of paper. She tells about some local people including wounded soldiers and a man who deserted and was sent back. His mother has visited her recently. She tells Francis not to vote for Vance but instead to vote for Holden. She worries about Francis, and tells him she cannot keep working as hard as she has to without him at home. She complains about the price of thread and cotton.",,"Family farms; Food supply; Horses; Money--Confederate States of America; North Carolina--History--Civil War, 1861-1865--Sources; United States--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Correspondence; United States--History--Civil War, 1861-1865--Economic aspects; United States--History--Civil War, 1861-1865--Food supply; United States--History--Civil War, 1861-1865--Women; Weather; Wheat; Women--North Carolina   Corn; Cotton; Sweet potatoes; United States--History--Civil War, 1861-1865--Children; United States--History--Civil War, 1861-1865--Desertions; North Carolina--History--Civil War, 1861-1865--Sources; Voting",McDowell County; North Carolina,,,,,"Poteet-Dickson Letters, 1861-1902. State Archives of North Carolina",,PC.1825,P.C. 1825,Public Domain,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image; Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/letter-martha-hendley-poteet-to-francis-marion-poteet-june-16-1864/605363,/objects/small/69poteetletters_sm.jpg,/objects/small/69poteetletters_sm.jpg
coll070,"Commission. Establishment. Governor Sanford's Executive Order and statement, October 11, 1963",1963-10-11,https://digital.ncdcr.gov/Documents/Detail/commission.-establishment.-governor-sanfords-executive-order-and-statement-october-11-1963./540670,,"Sanford, Terry, 1917-1998.",,"Copies of the executive order from Governor Terry Sanford establishing the Commission of the Status of Women. In addition, there are statements from Governor Sanford expressing the reason for the establishment and recommendations expected from the group.",,"African American women; American Indians; Employment & social affairs; Equality--United States; North Carolina Council for Women; North Carolina Council on the Status of Women; North Carolina. Governor's Commission on the Status of Women; North Carolina--History; Sanford, Terry, 1917-1998; Women's rights",Raleigh; Wake County; North Carolina,,,,,Governor's Commission on the Status of Women. Terry Sanford Governor's Papers. State Archives of North Carolina,,528.1,SR_Commission_Status_Women_Box1_Folder1,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/commission.-establishment.-governor-sanfords-executive-order-and-statement-october-11-1963./540670,/objects/small/70commissionestablished_sm.jpg,/objects/small/70commissionestablished_sm.jpg
coll071,"Commission. Publicity. Clippings, articles, etc., January 1964-January 1965",1963-1965,https://digital.ncdcr.gov/Documents/Detail/commission.-publicity.-clippings-articles-etc.-january-1964-january-1965./546529,,North Carolina. Governor's Commission on the Status of Women.,,"Newspaper clippings on the activities of the Commission on the Status of Women and the accomplishments of its members. The questionnaire used to gather statistics for the official report is in the ""Women Workers in North Carolina"" article published in the Tar Heel Woman.",,"Communities; Discrimination; Education & culture; Employment & social affairs; Equality--United States; Income distribution; Labor laws and legislation; North Carolina Council for Women; North Carolina Council on the Status of Women; North Carolina. Governor's Commission on the Status of Women; North Carolina--History; Sanford, Terry, 1917-1998; Women's rights",Raleigh; Wake County; North Carolina,,,,,Governor's Commission on the Status of Women. Terry Sanford Governor's Papers. State Archives of North Carolina,,528.1,SR_Commission_Status_Women_Box1_Folder12,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/commission.-publicity.-clippings-articles-etc.-january-1964-january-1965./546529,/objects/small/71commissionclippings_sm.jpg,/objects/small/71commissionclippings_sm.jpg
coll072,Future Homemakers of America: Activities--Displays--Photographs,1929-1984,https://digital.ncdcr.gov/Documents/Detail/future-homemakers-of-america-activities-displays-photographs/78348,,North Carolina. Department of Public Instruction.,,"Photographs of displays for programs and conventions. Future Homemakers of America collection, 1929-1984, includes correspondence, reports, news clippings, lists of officers, audits, programs, budgets, photographs, and other records on the history of Future Homemakers of America, New Homemakers of America, and Home Economics Related Occupations. New Homemakers of America, a club for African Americans, merged with Future Homemakers of America when school segregation ended.",,African American girls; African Americans; African Americans--Segregation; Future Homemakers of America; Home demonstration work; Home economics--Study and teaching; Home economics--United States; Home economics--United States--History; Home economics--Vocational guidance; North Carolina Future Homemakers of America; Segregation; Women--Vocational guidance,North Carolina,,,,,Division of Vocational Education. Dept. of Public Instruction. State Archives of North Carolina,,SR.104.304 (Series),SR_DPI_DVE_FHA_B7F13_Activities_Displays_Photos,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/future-homemakers-of-america-activities-displays-photographs/78348,/objects/small/72fhaactivitiesphotos_sm.jpg,/objects/small/72fhaactivitiesphotos_sm.jpg
coll073,"New Homemakers of America: Publications--Chatter Box, 1945-1965",1945-1965,https://digital.ncdcr.gov/Documents/Detail/new-homemakers-of-america-publications-chatter-box-1945-1965/65542,,North Carolina. Department of Public Instruction.,,"Newsletter ""Chatter Box"" for New Homemakers of America from 1945 to 1965. Future Homemakers of America collection, 1929-1984, includes correspondence, reports, news clippings, lists of officers, audits, programs, budgets, photographs, and other records on the history of Future Homemakers of America, New Homemakers of America, and Home Economics Related Occupations. New Homemakers of America, a club for African Americans, merged with Future Homemakers of America when school segregation ended.",,African American girls; African Americans; African Americans--Segregation; Future Homemakers of America; Home demonstration work; Home economics--Study and teaching; Home economics--United States; Home economics--United States--History; Home economics--Vocational guidance; North Carolina Future Homemakers of America; Segregation; Women--Vocational guidance,North Carolina,,,,,Division of Vocational Education. Dept. of Public Instruction. State Archives of North Carolina,,SR.104.304 (Series),SR_DPI_DVE_FHA_B11F2_NHA_Chatter_Box,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image; Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/new-homemakers-of-america-publications-chatter-box-1945-1965/65542,/objects/small/73chatterbox_sm.jpg,/objects/small/73chatterbox_sm.jpg
coll074,For Every Fighter A Woman Worker. Care for her through the YWCA,1917-1918,https://digital.ncdcr.gov/Documents/Detail/for-every-fighter-a-woman-worker.-care-for-her-through-the-ywca/557709,,"Treidler, Adolph, b. 1886",,"Female laborer holds up miniature plane in one hand and small artillery shell in the other. Text: ""For Every Fighter a Woman Worker. Care for Her through The YWCA : United War Work Campaign""",,"Labor; Posters; United War Work Campaign, Inc.; Women; World War, 1914-1918; World War, 1914-1918--War work--Women; World War, 1914-1918--Women; Young Women's Christian Association of the U.S.A.",,,,,,World War I Papers. Military Collection. State Archives of North Carolina,https://axaem.archives.ncdcr.gov/findingaids/WWI_POSTERS_WWI_Posters_Collect_.html#c01_4,WWI POSTERS,MilColl_WWI_Posters_4_23_c1,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/for-every-fighter-a-woman-worker.-care-for-her-through-the-ywca/557709,/objects/small/74posters_423_sm.jpg,/objects/small/74posters_423_sm.jpg
coll075,"Letter: Elizabeth Earl Jones to May, Emmie, and Cammie Jones, July 9, 1917",1917-07-09,https://digital.ncdcr.gov/Documents/Detail/letter-elizabeth-earl-jones-to-may-emmie-and-cammie-jones-july-9-1917/559989,,"Jones, Elizabeth Earl.",,"Elizabeth Earl Jones and May Frances Jones were sisters from Asheville (Buncombe County), North Carolina, who volunteered in Europe during World War I. Elizabeth had been in England since 1916, before the United States joined the war, and stayed on throughout the conflict. She volunteered with the ""American Ladies' Red Cross Aid Committee"" visiting wounded soldiers in hospitals and worked at the Y.M.C.A. ""Eagle Hut"" in London. May traveled to France in November 1918 and was a canteen worker and hut secretary for the Y.M.C.A. group embedded with the 318th Machine Gun Battalion, 81st Division, U.S. Army.",,"Agriculture--England; Bombing, Aerial; Fourth of July celebrations; Jones, Elizabeth Earl, 1879-1963;  Reading, Rufus Daniel Isaacs, Marquess of, 1860-1935; World War, 1914-1918; World War, 1914-1918--War work--Women; World War, 1914-1918--War work--Young Men's Christian associations",London; United Kingdom,,,,,World War I Papers. Military Collection. State Archives of North Carolina,https://axaem.archives.ncdcr.gov/findingaids/WWI_PC_WWI_Papers_Private_Colle_.html,WWI PC,MilColl_WWI_PC_Jones_Elizabeth_Earl_19170709,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",Image; Text,application/pdf,English,,,https://digital.ncdcr.gov/Documents/Detail/letter-elizabeth-earl-jones-to-may-emmie-and-cammie-jones-july-9-1917/559989,/objects/small/75elizabethearljones_sm.jpg,/objects/small/75elizabethearljones_sm.jpg
